2.618533518589454268e-01,9.224025415315233872e-03,8.678981619377881124e-03,1.831717555939912844e-09,1.917588101515918953e-03,3.072531879746310396e-02,4.186303980462428159e-02,2.717256602050794473e-02,9.322284695734296689e-03,1.933752480236442580e-03,2.002203952191190621e-03,4.357031518331249273e-38,5.259671445700109818e-63,1.191420975054676525e-82,1.318028895764622600e-88,6.763132819310855472e-130
4.454996007784786660e-02,5.324694889895202898e+00,3.314293398857825479e-01,3.014462528961870624e-07,1.942632257247168745e-02,1.378257197002748236e-01,1.249546397971855599e-01,1.493949807855894374e-01,1.118553942429818260e-01,6.486766711528027529e-02,5.536443639668782446e-02,1.148557618840436931e-02,7.707426066654573865e-04,4.732321267551418899e-04,7.680769729842679109e-90,1.157873627810711576e-101
7.637017755159044226e-16,1.020749310786990716e+00,7.601220372938788827e+00,4.208744917651897066e-01,1.142889228775816925e-02,8.172440050193460759e-02,1.036240953161534639e-01,1.165375712238131273e-01,1.403937528246121946e-01,7.003174630175552917e-02,5.232756290046791658e-02,2.685482214442952431e-02,2.180042288227497516e-03,2.466268713939258001e-44,2.354411298090452584e-71,4.255946879429864809e-156
2.891909669516884233e-59,4.754603346827173359e-03,2.168665795755254866e+00,8.609837555187677793e+00,8.362699801023622259e-02,1.332431355748938950e-01,1.452103614253437425e-01,1.725728300041178276e-01,1.765125024082919714e-01,1.905825894592673708e-01,5.039703273531441485e-02,3.095710536865003276e-02,2.199327632817138153e-03,4.834169159430511901e-04,3.878389303438360699e-83,6.515183686203541675e-88
3.435901122529385179e-52,4.070511250769338885e-40,1.278005540053098361e-02,7.770706153511309777e-01,2.162172515453761878e-01,2.792150800441743977e-02,4.308183180909640891e-02,4.616647197321878393e-02,4.427113526175661257e-02,4.053737221353933412e-02,1.343098591671820774e-02,1.374810355371528826e-02,2.157888330363571042e-28,4.602015433489525576e-61,1.011548934980447149e-03,5.133581095800558332e-100
1.927105469186194166e-64,4.733385004450061384e-01,1.135741408572255584e-01,8.364777132207061872e-01,2.117626401491875393e-02,1.206210714419206215e-01,8.521596883484331905e-03,7.725890666249192115e-03,9.520290248118118415e-02,8.588665056673874462e-03,6.884711601786628297e-03,1.464967959433297745e-02,2.093343905727127929e-97,4.060363251558962081e-81,1.532572120159513795e-87,2.023756959347817833e-78
4.376396421619688920e-02,1.608211659757778023e+00,6.576028999424704535e-01,6.931327547254056975e-02,1.208739297758746646e-02,1.208739722293644819e-01,2.208756816411833468e-01,1.065216366623896599e-01,1.255891823320058331e-01,3.698099903038281483e-02,1.952625936125528330e-02,5.356095761310528461e-03,5.409642318166666699e-88,1.897155646716058502e-116,6.141464291425645291e-107,9.147164715352899313e-125
4.236427553478031016e-02,4.941060628697284685e-01,2.038430258981324406e-01,2.742293883360808482e-01,2.907755968521020390e-02,6.472811927926722109e-02,8.425113507722384321e-02,4.061361767398609379e-02,7.685871411733581626e-02,2.932074643189314447e-02,1.531557686264802855e-02,1.868010139010940068e-02,4.071145481692193650e-49,4.194507648717811056e-73,5.501382414406450081e-83,1.118915208470339787e-146
3.523628845707941366e-15,9.794432116005355113e-03,1.940288082985967555e-01,3.718509728853380270e-01,2.768971681714903651e-09,1.334214615544363804e-02,2.702041663059097774e-13,4.345034917784529327e-02,1.261576531090310982e-01,5.660149433758939093e-03,5.155801426089770025e-03,3.576081400142074908e-03,1.625347924521753532e-32,1.786375425808717698e-03,2.721786503278068870e-60,6.918910853821421655e-108
1.835833687164969696e-01,6.322483759763076749e-01,4.684775098657709136e-01,3.494663683276136856e-01,1.837477070220603845e-02,8.823138258395570033e-02,1.939986146940139988e-01,8.640892901353158795e-02,4.918565477822254423e-02,6.141708039280943665e-02,6.525118580649902356e-02,1.333781281745807269e-02,9.500313558512890901e-43,6.758870451356956306e-03,5.881263308953244260e-79,1.753418211958258071e-108
