0,0,1,3,11,24,9,15
0,1,0,4,10,11,13,21
0,0,0,0,5,6,7,32
0,1,0,0,9,16,16,27
0,1,0,3,8,14,22,40
0,2,0,3,18,21,17,40
0,0,0,3,24,36,24,57
0,3,0,2,23,60,26,75
0,0,3,4,20,53,31,93
0,6,1,9,25,42,32,78
0,3,0,4,25,43,44,89
0,3,1,7,33,75,45,190
0,8,1,2,42,100,66,169
0,4,1,6,28,81,70,166
0,5,0,11,35,110,79,224
0,3,2,5,44,84,82,195
0,11,2,7,43,108,100,205
0,5,0,4,44,120,107,210
0,8,4,12,75,140,114,283
0,5,3,13,79,177,113,299
0,3,1,9,98,176,122,299
0,6,0,7,74,187,114,271
0,5,2,8,81,166,88,273
0,4,0,7,82,134,99,209
0,3,2,8,68,122,56,179
0,2,0,9,86,165,85,232
0,1,1,14,119,200,66,228
0,0,2,15,93,180,59,209
0,2,1,19,111,163,90,198
0,1,0,22,111,151,66,184
0,4,1,8,67,104,58,184
0,2,0,9,108,131,48,162
0,1,1,13,122,130,51,142
0,6,0,20,103,152,49,212
0,4,0,16,154,172,44,220
0,0,0,31,210,242,77,221
0,1,0,29,153,202,65,256
0,1,0,47,197,260,52,186
0,1,1,24,134,194,40,195
0,1,2,14,140,149,51,236
0,2,2,35,195,219,46,216
0,1,1,43,268,309,50,240
0,0,0,58,222,256,58,228
0,3,8,44,208,203,58,255
0,0,1,42,162,187,44,193
0,0,0,36,150,148,44,176
0,0,1,33,182,213,56,252
0,1,0,37,174,170,48,217
0,1,1,56,233,265,59,211
0,1,0,64,230,248,49,154
0,0,3,54,200,258,42,205
0,0,0,25,128,147,35,185
0,0,0,40,126,150,25,126
0,1,3,33,98,120,35,189
0,2,4,35,173,186,34,167
0,3,7,44,201,182,52,154
0,0,5,67,170,207,36,192
0,2,4,56,173,152,47,174
0,0,1,27,75,98,27,108
0,0,9,31,114,119,34,103
0,3,6,36,149,150,47,177
0,0,11,52,187,163,36,186
0,1,4,44,147,148,42,148
0,0,9,35,157,147,24,102
0,1,4,43,180,139,38,114
0,1,3,55,125,135,33,82
0,0,2,44,114,96,26,94
0,0,4,41,140,126,36,136
0,2,7,50,187,164,38,128
0,2,7,41,152,183,38,100
0,1,4,49,161,142,27,117
0,0,7,29,120,120,45,110
0,0,2,38,95,101,20,54
0,0,5,31,94,78,17,52
0,0,7,21,98,112,24,61
0,0,3,30,88,97,29,65
0,0,5,32,122,99,25,102
0,2,4,33,110,102,18,63
0,6,4,33,93,90,13,85
0,1,3,15,72,75,19,69
0,3,4,20,60,65,22,51
0,2,5,38,87,82,27,95
0,3,5,36,112,73,27,85
0,5,7,28,76,66,25,88
0,4,2,18,83,66,25,78
0,6,2,21,85,61,13,61
0,0,5,25,67,39,12,32
0,0,9,14,68,47,16,33
0,2,7,36,90,88,18,46
0,2,7,24,99,70,15,55
0,4,5,20,80,72,17,51
0,2,7,26,96,87,13,40
0,2,9,23,95,69,13,40
0,1,1,22,58,77,26,24
0,3,2,29,78,77,6,22
0,3,6,32,86,76,16,44
0,4,5,28,91,67,22,46
0,3,3,42,74,73,19,27
0,2,4,31,83,68,16,37
0,6,0,17,73,69,17,21
0,1,2,25,70,59,11,16
0,2,3,17,62,42,16,18
0,5,8,26,101,62,11,28
0,5,4,31,83,45,10,40
0,3,4,33,87,52,14,23
0,3,3,14,64,49,17,27
0,3,4,20,66,61,7,20
0,1,6,18,48,33,9,14
0,1,1,15,37,34,6,10
0,2,2,23,75,56,10,11
0,8,7,31,56,52,10,15
0,2,6,16,70,47,7,18
0,1,4,24,60,48,7,17
0,9,2,19,57,37,11,10
0,2,0,12,46,28,6,9
0,1,4,29,66,38,7,10
0,3,2,21,62,52,10,33
0,9,5,26,53,50,9,16
0,3,4,26,64,51,13,15
0,4,3,37,88,54,9,19
0,3,7,19,55,33,7,10
0,3,5,15,55,39,7,11
0,4,5,10,29,28,1,5
0,4,4,28,72,47,9,14
0,4,3,17,66,45,8,13
0,5,8,36,75,56,14,23
0,5,5,33,54,40,8,10
0,2,5,25,55,45,7,6
0,5,1,18,44,37,4,3
0,6,6,14,32,19,4,8
0,2,4,25,69,42,11,8
0,1,4,20,53,44,8,13
0,3,7,27,59,46,7,14
0,1,3,36,59,53,21,7
0,5,4,24,60,45,7,14
0,6,3,22,35,27,6,8
0,1,3,15,42,29,4,6
0,4,6,23,72,43,7,10
0,10,6,26,56,37,10,11
0,4,9,28,84,57,5,15
0,4,6,24,80,46,15,15
0,6,3,25,50,41,8,13
0,1,9,26,46,30,8,1
0,2,3,20,38,29,3,0
0,5,8,24,72,66,10,15
0,5,4,21,75,58,9,22
0,7,6,36,85,50,5,17
0,2,11,33,83,68,11,19
0,6,4,33,82,49,4,15
0,9,1,24,61,36,5,7
0,7,7,24,59,37,6,6
0,8,12,56,142,107,9,22
0,8,9,43,143,97,11,21
0,7,7,46,109,57,9,15
0,9,7,45,89,56,10,8
0,3,11,41,106,66,10,20
0,4,3,33,56,44,4,6
0,4,5,39,55,19,1,5
0,13,9,57,96,80,10,15
0,2,4,42,71,52,8,7
