0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,3
0,0,0,0,0,0,2,2
0,0,0,0,0,0,2,6
0,0,0,0,0,0,1,4
0,0,0,0,0,1,1,11
0,0,0,0,0,0,1,14
0,0,0,0,0,0,4,12
0,0,0,0,0,0,3,5
0,0,0,0,0,0,4,23
0,0,0,0,0,0,6,35
0,0,0,0,0,1,15,26
0,0,0,0,0,2,15,42
0,0,0,0,0,0,12,51
0,0,0,0,0,1,22,80
0,0,0,0,0,2,28,87
0,0,0,0,0,2,27,100
0,0,0,0,2,1,39,103
0,0,0,0,0,2,40,128
0,0,0,0,0,7,40,139
0,0,0,0,1,7,60,131
0,0,0,0,0,9,48,155
0,0,0,0,1,6,62,160
0,0,0,0,0,2,54,177
0,0,0,0,1,8,80,178
0,0,0,0,0,6,59,199
0,0,0,0,1,4,88,174
0,0,0,0,1,9,76,178
0,0,0,0,0,7,63,174
0,0,0,0,0,10,55,160
0,0,0,0,1,8,58,149
0,0,0,0,1,6,80,139
0,0,0,0,1,14,48,146
0,0,0,0,0,14,60,143
0,0,1,0,0,17,53,131
0,0,0,0,0,12,54,124
0,0,0,0,0,8,67,126
0,0,0,0,0,6,51,118
0,0,0,0,0,9,54,112
0,0,0,0,0,16,50,114
0,0,0,0,2,11,59,103
0,0,0,0,2,11,47,88
0,0,0,0,1,15,44,94
0,0,0,0,1,9,43,88
0,0,0,0,0,13,24,97
0,0,0,0,0,11,30,92
0,0,0,1,1,12,37,71
0,0,0,0,1,9,31,57
0,0,0,0,0,5,41,79
0,0,0,0,0,16,30,63
0,0,0,0,1,8,31,46
0,0,0,0,0,4,22,48
0,0,0,0,0,9,19,33
0,0,0,0,1,6,22,39
0,0,0,0,0,10,15,43
0,0,0,0,0,8,16,35
0,0,0,0,0,1,16,29
0,0,0,0,0,5,9,25
0,0,0,0,0,4,11,24
0,0,0,0,1,5,6,24
0,0,0,0,0,6,8,8
0,0,0,0,0,3,2,10
0,0,0,0,0,2,12,13
0,0,0,0,0,3,6,14
0,0,0,0,0,2,5,10
0,0,0,0,1,2,5,8
0,0,0,0,0,3,3,5
0,0,0,0,0,0,0,9
0,0,0,0,0,2,5,12
0,0,0,0,0,0,4,2
0,0,0,0,0,3,0,8
0,0,0,0,0,2,2,4
0,0,0,0,0,4,1,4
0,0,0,0,0,2,1,1
0,0,0,0,0,2,0,2
0,0,0,0,1,1,0,2
0,0,0,0,0,2,3,2
0,0,0,0,0,1,2,1
0,0,0,0,0,2,2,3
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1
0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
