0.47881,0.55185,0.33432,0.13236,0.13853,0.2816,0.40644,0.49395,0.1133,0.074683,0.041964,0.017983,0.0055369,0.0014219,0,0.00050558,0.00036647,0.00022938,0.00010656,3.1646e-05,3.3114e-06
0.26326,0.91827,0.52418,0.11629,0.025056,0.16986,0.44804,0.57763,0.32478,0.072277,0.026533,0.0058566,0,0.0024204,0.00028581,0,0,0,0,0,0
0.16881,0.53571,1.0802,0.38859,0.039315,0.011057,0.21681,0.59191,0.48559,0.13396,0.044333,0.017595,0.0046768,0.0075115,0.0011983,0.00023929,0.00017345,0.00010856,5.0434e-05,1.4978e-05,1.5672e-06
0.093901,0.154,0.41722,0.97908,0.12806,0.033498,0.061003,0.25361,0.42189,0.20653,0.074921,0.048023,0.0071947,0.024557,0.0023974,0,0,0,0,0,0
0.16795,0.080836,0.072842,0.3563,0.8048,0.2059,0.074875,0.041384,0.16411,0.28318,0.080999,0.085311,0.016432,0.0075608,0.0010516,0.0015792,0.0011447,0.00071647,0.00033284,9.8848e-05,1.0343e-05
0.48966,0.29657,0.039898,0.066153,0.125,0.65954,0.21017,0.025338,0.0074412,0.046802,0.16711,0.11085,0.033629,0.00083937,0,2.9452e-06,2.1349e-06,1.3362e-06,6.2075e-07,1.8435e-07,1.929e-08
0.31998,0.47263,0.26962,0.075589,0.046646,0.088493,0.64225,0.14878,0.032576,0.0049447,0.012322,0.039789,0.019188,0.00096568,0,7.6761e-13,5.5641e-13,3.4826e-13,1.6179e-13,4.8048e-14,5.0276e-15
0.37824,0.70078,0.56419,0.19642,0.02369,0.0089894,0.087075,0.59099,0.15347,0.0032446,0.02358,0.0080286,0.011731,0.0061217,0,0,0,0,0,0,0
0.16603,0.51616,0.73066,0.415,0.067417,0.0041195,0.090163,0.19187,0.45752,0.10491,0.017196,0.0010549,0.025936,0.01208,0.0084032,0.0012414,0.00089983,0.00056321,0.00026164,7.7703e-05,8.1306e-06
0.12726,0.14659,0.33493,0.7065,0.35285,0.083114,0.010816,0.076359,0.071952,0.53383,0.11221,0.028418,0.012267,3.04e-06,0.0014716,0.0070023,0.0050756,0.0031769,0.0014758,0.0004383,4.5862e-05
0.12165,0.099599,0.17545,0.25791,0.30937,0.070166,0.070477,0.036451,0.079313,0.055175,0.37142,0.12783,0.014916,6.0101e-06,0.0040004,0.0024349,0.0017649,0.0011047,0.00051318,0.00015241,1.5947e-05
0.018614,0.0055136,0.10908,0.2785,0.2294,0.18325,0.063586,0.015695,0.0068691,0.07773,0.09456,0.38956,0.09767,0.0030873,0,0,0,0,0,0,0
0.021279,0,0.047774,0.034614,0.085022,0.10075,0.11051,0.069982,0.083091,0.017294,0.044752,0.11386,0.47875,0.057292,0.01453,0,0,0,0,0,0
0.045961,0.070106,0.11456,0.15016,0.015329,0.0079496,0.021608,0.096097,0.21606,0.027157,0.01757,0.047951,0.082106,0.51046,0.054843,0,0,0,0,0,0
0,0.022356,0.16343,0.24576,0.0084059,0,0,0,0.29664,0.084491,0.03441,0,0.058216,0.14259,0.15698,0.089755,0.065059,0.040721,0.018917,0.0056181,0.00058786
0.020607,0,0.036166,0,0.018582,1.0198e-06,0.041371,0,0.070873,0.054252,0.076605,0,0,0,0.11047,0.27062,0.19616,0.12278,0.057038,0.016939,0.0017725
0.020607,0,0.036166,0,0.018582,1.0198e-06,0.041371,0,0.070873,0.054252,0.076605,0,0,0,0.11047,0.27062,0.19616,0.12278,0.057038,0.016939,0.0017725
0.020607,0,0.036166,0,0.018582,1.0198e-06,0.041371,0,0.070873,0.054252,0.076605,0,0,0,0.11047,0.27062,0.19616,0.12278,0.057038,0.016939,0.0017725
0.020607,0,0.036166,0,0.018582,1.0198e-06,0.041371,0,0.070873,0.054252,0.076605,0,0,0,0.11047,0.27062,0.19616,0.12278,0.057038,0.016939,0.0017725
0.020607,0,0.036166,0,0.018582,1.0198e-06,0.041371,0,0.070873,0.054252,0.076605,0,0,0,0.11047,0.27062,0.19616,0.12278,0.057038,0.016939,0.0017725
0.020607,0,0.036166,0,0.018582,1.0198e-06,0.041371,0,0.070873,0.054252,0.076605,0,0,0,0.11047,0.27062,0.19616,0.12278,0.057038,0.016939,0.0017725
