3.951e+06
4.1142e+06
3.8846e+06
3.6845e+06
4.1203e+06
4.5103e+06
4.6836e+06
4.5199e+06
4.2708e+06
4.3539e+06
4.6749e+06
4.4634e+06
3.7995e+06
3.407e+06
3.3295e+06
2.344e+06
1.699e+06
1.0634e+06
4.9402e+05
1.4672e+05
15352
