0.25785,0.10014,0.045804,0.12708,0.1873,0.25798,0.19323,0.33659,0.30922,0.070539,0.15222,0.11355,0.061577,0.04043,0.037356,0.0066978,0.0048549,0.0030387,0.0014117,0.00041924,4.3868e-05
0.17825,0.77082,0.12635,0.089394,0.057506,0.21982,0.2274,0.17713,0.26345,0.17059,0.15847,0.062805,0.088913,0.055618,0.038756,0.013489,0.0097773,0.0061197,0.0028429,0.00084431,8.8346e-05
0.14591,0.35297,0.88234,0.31001,0.087803,0.21129,0.091114,0.16565,0.25511,0.13309,0.10922,0.051838,0.061616,0.024815,0.039282,0.052296,0.037907,0.023726,0.011022,0.0032734,0.00034252
0.041505,0.26069,0.68193,1.671,0.26634,0.20464,0.15777,0.37278,0.25449,0.20871,0.15888,0.082892,0.058743,0.036234,0.012925,0.00062601,0.00045377,0.00028402,0.00013194,3.9185e-05,4.1001e-06
0.15245,0.040353,0.17735,0.95658,0.74747,0.36527,0.24252,0.29725,0.16256,0.31828,0.093737,0.13532,0.084989,0.027665,0.02141,0.049717,0.036037,0.022556,0.010479,0.0031119,0.00032562
0.24662,0.093252,0.079042,0.20487,0.99275,0.85332,0.45749,0.26575,0.28794,0.32154,0.19956,0.09543,0.093161,0.054518,0.017075,3.4841e-06,2.5254e-06,1.5807e-06,7.3432e-07,2.1808e-07,2.2819e-08
0.1633,0.16928,0.090773,0.18013,0.31759,0.43956,0.66806,0.44473,0.2312,0.22818,0.22004,0.24694,0.10124,0.057277,0.0097406,0.024821,0.017992,0.011261,0.0052315,0.0015537,0.00016257
0.12897,0.21961,0.09586,0.09967,0.23955,0.29895,0.30634,0.52137,0.51071,0.2513,0.14752,0.19672,0.20724,0.10057,0.11141,0.038389,0.027826,0.017417,0.008091,0.0024029,0.00025143
3.7524e-11,0.25224,0.15037,0.14592,0.26635,0.17738,0.36312,0.34839,0.39389,0.38978,0.23835,0.19767,0.096681,0.023404,0.053227,7.3024e-05,5.2932e-05,3.313e-05,1.5391e-05,4.5708e-06,4.7828e-07
0.00013862,0.0073297,0.028276,0.12958,0.18686,0.13155,0.1692,0.39375,0.46453,0.55665,0.31843,0.12225,0.16252,0.099046,0.06137,0.059666,0.043249,0.02707,0.012576,0.0037347,0.00039079
0.028355,0.030461,0.10199,0.38695,0.29842,0.47795,0.236,0.46405,0.40631,0.6033,0.23197,0.29105,0.19733,0.14377,0.12469,0.0098261,0.0071225,0.004458,0.002071,0.00061505,6.4357e-05
0.10625,0.062184,0.058521,0.1088,0.35644,0.57428,0.5467,0.46266,0.48631,0.22082,0.46214,0.63959,0.39776,0.20428,0.12378,0.10968,0.079506,0.049763,0.023118,0.0068656,0.00071839
6.0619e-08,0.094685,0.065271,0.025313,0.28642,0.21665,0.28335,0.31267,0.32231,0.27059,0.27753,0.39838,0.25876,0.094789,0.11389,0.081778,0.059277,0.037102,0.017236,0.0051188,0.00053562
0.018954,0.11097,0.062999,0.063056,0.10782,0.49377,0.28811,0.4627,0.41708,0.43037,0.38789,0.51629,0.28942,0.21585,0.13636,0.056494,0.04095,0.025631,0.011907,0.0035362,0.00037001
0.072817,0.026074,0.090932,0.24212,0.50649,0.43953,0.2429,0.13825,0.48847,0.35669,0.33743,0.46769,0.48227,0.55166,0.24157,0.24925,0.18067,0.11308,0.052533,0.015601,0.0016325
1.3542e-09,0.00068832,0.0414,0.1118,0.068447,0.038604,0.12921,0.21545,0.19803,0.40678,0.35295,0.00019889,0.46658,0.00033816,0.19207,0.46771,0.33902,0.2122,0.098577,0.029276,0.0030633
1.3542e-09,0.00068832,0.0414,0.1118,0.068447,0.038604,0.12921,0.21545,0.19803,0.40678,0.35295,0.00019889,0.46658,0.00033816,0.19207,0.46771,0.33902,0.2122,0.098577,0.029276,0.0030633
1.3542e-09,0.00068832,0.0414,0.1118,0.068447,0.038604,0.12921,0.21545,0.19803,0.40678,0.35295,0.00019889,0.46658,0.00033816,0.19207,0.46771,0.33902,0.2122,0.098577,0.029276,0.0030633
1.3542e-09,0.00068832,0.0414,0.1118,0.068447,0.038604,0.12921,0.21545,0.19803,0.40678,0.35295,0.00019889,0.46658,0.00033816,0.19207,0.46771,0.33902,0.2122,0.098577,0.029276,0.0030633
1.3542e-09,0.00068832,0.0414,0.1118,0.068447,0.038604,0.12921,0.21545,0.19803,0.40678,0.35295,0.00019889,0.46658,0.00033816,0.19207,0.46771,0.33902,0.2122,0.098577,0.029276,0.0030633
1.3542e-09,0.00068832,0.0414,0.1118,0.068447,0.038604,0.12921,0.21545,0.19803,0.40678,0.35295,0.00019889,0.46658,0.00033816,0.19207,0.46771,0.33902,0.2122,0.098577,0.029276,0.0030633
