5.539600574296268398e-01,2.871202707708706559e+00,7.306968524359863659e-01,1.937013131238904950e-01,7.472045575875513324e-02,3.547758893941717062e-01,7.023483007680911827e-01,8.228040161712224521e-01,5.782449494755801389e-01,2.157608945898832065e-01,1.514969489338574837e-01,4.763707995620782010e-02,5.612687572601180591e-02,3.675110092774604154e-02,2.423640493782679844e-02,8.221362643104789328e-03
2.894467400192010098e-01,1.476545732040313252e+00,3.261509038753680922e+00,7.137717057848651514e-01,1.081222648356874039e-01,1.721840604074807435e-01,3.923939078384664492e-01,8.674073622540482420e-01,7.977618448354641956e-01,2.802406654938340846e-01,1.369049134116130384e-01,6.630650045180142005e-02,4.983310162511606772e-02,2.397641495802182998e-02,2.535449082883231911e-02,3.215627230250893420e-02
1.590356533976396425e-01,3.862079760744233647e-01,1.571065987677428666e+00,5.110512076433444406e+00,8.361719213998117795e-01,3.860950321644483485e-01,2.707228403508767367e-01,7.274746953934433380e-01,7.783226626171489970e-01,6.729541558012184232e-01,3.916944433713124840e-01,1.567882496240980694e-01,5.620580150229644023e-02,5.102708217789943268e-02,1.070495505463041168e-02,3.815564196178569721e-04
2.908226364354274951e-01,1.909875639956279680e-01,2.052359054375222647e-01,1.403163348289136358e+00,1.894704225158480249e+00,8.723222064275011345e-01,5.623647899892062485e-01,6.483863951456678709e-01,4.977690066474558250e-01,7.394920161707583262e-01,2.578261694844498075e-01,2.769394933609863885e-01,8.175447675346267373e-02,2.717859352200743123e-02,1.428828429007356765e-02,3.216665741885563895e-02
7.867323196223929838e-01,4.438273738283547432e-01,1.085330853919259791e-01,4.768717641397642870e-01,1.097450256371782285e+00,1.799227769214176487e+00,9.798519714829742044e-01,5.737814399360853246e-01,7.411270850790236953e-01,5.687501913930104180e-01,6.278655658443450527e-01,2.397451933787592415e-01,1.089810632700854987e-01,3.423540469303210793e-02,1.041941015496718713e-02,5.594153540483852509e-06
4.765976696203980678e-01,7.174219783643995818e-01,4.060977722223562680e-01,2.608398887563939672e-01,5.852243172621610645e-01,7.247899840410580996e-01,1.549172846193797914e+00,1.034399405692496110e+00,5.162741963781413146e-01,5.318853576000609484e-01,3.008373698483448599e-01,3.182405151170901725e-01,9.694884826783337073e-02,3.605474665746219443e-02,5.937912917991792876e-03,1.512858369644184270e-02
5.445467350801440620e-01,1.055668036388162978e+00,7.751450520285989576e-01,4.933446034818806392e-01,3.802933654102769179e-01,5.393753307724309387e-01,6.205964035370976628e-01,1.450219128111703615e+00,8.809047933836677835e-01,5.545990436066997598e-01,4.119443233657864023e-01,2.455083703028033137e-01,1.467528054238304847e-01,7.510524495961985736e-02,6.790931042001528695e-02,2.340303669158157879e-02
2.350400985486006400e-01,8.190173655315649004e-01,9.751060368396843314e-01,7.072295315320238362e-01,4.868161584560770638e-01,4.459125426383909185e-01,6.558628926607961152e-01,9.383175786699196053e-01,1.284591865248350784e+00,7.981061690346684667e-01,3.661639023133510529e-01,2.658337291392756097e-01,1.033130399559594043e-01,2.850662569882890518e-02,4.234638331111087450e-02,1.509923364756658075e-03
1.586677559641099244e-01,1.772019809905040211e-01,5.697237376395291042e-01,1.185735579467753542e+00,7.509695836557227500e-01,6.041819091223896709e-01,5.669713675994696445e-01,7.174653586153907359e-01,8.832948395338067193e-01,1.583188917791464867e+00,6.002174197662986099e-01,2.396204930669174615e-01,1.344489137816522739e-01,6.037982583700506750e-02,3.914878077205563578e-02,4.462132527808955473e-02
1.606320134486275419e-01,1.359317843158470707e-01,2.689045174813406436e-01,5.397600527332793163e-01,6.148798118622378350e-01,6.135700415212790304e-01,4.928134436376052641e-01,5.932476344907124943e-01,8.475670648202500157e-01,7.239728386006405447e-01,8.126565737720816696e-01,4.388552435486919867e-01,1.680992444039763889e-01,8.765115789065906771e-02,8.073037360517006100e-02,8.877522042628590432e-03
1.132698170423321049e-01,1.229773802175861963e-01,1.954871239749089440e-01,4.427610168082021236e-01,6.730813380662341583e-01,7.670492413421637901e-01,6.016835671126095075e-01,4.410179406577760530e-01,5.537884850375773826e-01,4.295301441012298049e-01,5.592145308259945935e-01,9.707892178940934480e-01,3.650949599864001804e-01,1.281507426343378164e-01,7.545433240400163666e-02,6.685294336054008191e-02
2.507526505379780585e-02,1.299899109670298314e-01,9.607788818951570886e-02,5.621704966737348097e-02,3.034137065295440250e-01,2.929383508029997918e-01,3.468500983203117727e-01,3.858888814370509124e-01,3.480377491953756675e-01,2.342100119861577900e-01,2.593345206542945203e-01,4.043549335935744393e-01,7.230074423755038504e-01,1.279495657488454730e-01,8.654004443213950126e-02,4.984649647460166061e-02
6.571211409011080973e-02,1.862898702480351720e-01,1.951640957819472111e-01,2.153975988954297260e-01,8.381258612175267186e-02,3.103715646046831256e-01,2.207988754012892574e-01,4.147340452690378432e-01,5.088581805215988130e-01,2.943347723150483985e-01,2.571610071534558561e-01,3.904960956572041675e-01,2.731855525107327876e-01,7.330916390802713067e-01,1.477575990692179542e-01,3.443306937918364646e-02
4.438191020753937122e-02,4.223585423353706791e-02,2.480046872611929298e-01,4.371707433358843486e-01,3.186119828984527724e-01,2.678947202622723456e-01,1.480467451978745019e-01,8.426083815439762426e-02,6.472720016152418987e-01,3.169645632398720991e-01,2.462096056982407410e-01,2.850575181474369058e-01,3.625418188734033098e-01,5.042634529927467746e-01,3.322180027565903582e-01,2.576814849450386191e-01
2.428335937177385565e-02,4.195288118153912360e-04,6.785079349920573877e-02,1.011410758562289181e-01,6.361468556142906017e-02,2.353026241783764613e-02,1.275031869859080125e-01,1.313154465465037335e-01,2.042130193977381714e-01,3.118618107441655241e-01,3.053952975291527316e-01,1.212248483794996169e-04,2.843823700308744651e-01,2.061064805470557153e-04,2.472433499521571876e-01,6.039650101847370278e-01
