date,c1,c2,c3,c4,c5,c6,c7,c8,h1
10Jul2021,1,2,1,4,1,0,0,3,2
11Jul2021,1,2,1,4,1,0,0,3,2
12Jul2021,1,2,1,4,1,0,0,3,2
13Jul2021,1,2,1,4,1,0,0,3,2
14Jul2021,1,2,1,4,1,0,0,3,2
15Jul2021,1,2,1,4,1,0,0,3,2
16Jul2021,1,2,1,4,1,0,0,3,2
17Jul2021,1,2,1,4,1,0,0,3,2
18Jul2021,1,2,1,4,1,0,0,3,2
19Jul2021,1,2,1,4,1,0,0,3,2
20Jul2021,1,2,1,4,1,0,0,3,2
21Jul2021,1,2,1,4,1,0,0,3,2
22Jul2021,1,2,1,4,1,0,0,3,2
23Jul2021,1,2,1,4,1,0,0,3,2
24Jul2021,1,2,1,4,1,0,0,3,2
25Jul2021,1,2,1,4,1,0,0,3,2
26Jul2021,1,2,1,4,1,0,0,3,2
27Jul2021,1,2,1,4,1,0,0,3,2
28Jul2021,1,2,1,4,1,0,0,3,2
29Jul2021,1,2,1,4,1,0,0,3,2
30Jul2021,1,2,1,4,1,0,0,3,2
31Jul2021,1,2,1,4,1,0,0,3,2
01Aug2021,1,2,1,4,1,0,0,3,2
02Aug2021,1,2,1,4,1,0,0,3,2
03Aug2021,1,2,1,4,1,0,0,3,2
04Aug2021,1,2,1,4,1,0,0,3,2
05Aug2021,1,2,1,4,1,0,0,3,2
06Aug2021,1,2,1,4,1,0,0,3,2
07Aug2021,1,2,1,4,1,0,0,3,2
08Aug2021,1,2,1,4,1,0,0,3,2
09Aug2021,1,2,1,4,1,0,0,3,2
10Aug2021,1,2,1,4,1,0,0,3,2
11Aug2021,1,2,1,4,1,0,0,3,2
12Aug2021,1,2,1,4,1,0,0,3,2
13Aug2021,1,2,1,4,1,0,0,3,2
14Aug2021,1,2,1,4,1,0,0,3,2
15Aug2021,1,2,1,4,1,0,0,3,2
16Aug2021,1,2,1,4,1,0,0,3,2
17Aug2021,1,2,1,4,1,0,0,3,2
18Aug2021,1,2,1,4,1,0,0,3,2
19Aug2021,1,2,1,4,1,0,0,3,2
20Aug2021,1,2,1,4,1,0,0,3,2
21Aug2021,1,2,1,4,1,0,0,3,2
22Aug2021,1,2,1,4,1,0,0,3,2
23Aug2021,1,2,1,4,1,0,0,3,2
24Aug2021,1,2,1,4,1,0,0,3,2
25Aug2021,1,2,1,4,1,0,0,3,2
26Aug2021,1,2,1,4,1,0,0,3,2
27Aug2021,1,2,1,4,1,0,0,3,2
28Aug2021,1,2,1,4,1,0,0,3,2
29Aug2021,1,2,1,4,1,0,0,3,2
30Aug2021,1,2,1,4,1,0,0,3,2
31Aug2021,1,2,1,4,1,0,0,3,2
01Sep2021,1,2,1,4,1,0,0,3,2
02Sep2021,1,2,1,4,1,0,0,3,2
03Sep2021,1,2,1,4,1,0,0,3,2
04Sep2021,1,2,1,4,1,0,0,3,2
05Sep2021,1,2,1,4,1,0,0,3,2
06Sep2021,1,2,1,4,1,0,0,3,2
07Sep2021,1,2,1,4,1,0,0,3,2
08Sep2021,1,2,1,4,1,0,0,3,2
09Sep2021,1,2,1,4,1,0,0,3,2
10Sep2021,1,2,1,3,1,0,0,3,2
11Sep2021,1,2,1,3,1,0,0,3,2
12Sep2021,1,2,1,3,1,0,0,3,2
13Sep2021,1,2,1,3,1,0,0,3,2
14Sep2021,1,2,1,3,1,0,0,3,2
15Sep2021,1,2,1,3,1,0,0,3,2
16Sep2021,1,2,1,3,1,0,0,3,2
17Sep2021,1,2,1,3,1,0,0,3,2
18Sep2021,1,2,1,3,1,0,0,3,2
19Sep2021,1,2,1,3,1,0,0,3,2
20Sep2021,1,2,1,3,1,0,0,3,2
21Sep2021,1,2,1,3,1,0,0,3,2
22Sep2021,1,2,1,3,1,0,0,3,2
23Sep2021,1,2,1,3,1,0,0,3,2
24Sep2021,1,2,1,3,1,0,0,3,2
25Sep2021,1,2,1,3,1,0,0,3,2
26Sep2021,1,2,1,3,1,0,0,3,2
27Sep2021,1,2,1,3,1,0,0,3,2
28Sep2021,1,2,1,3,1,0,0,3,2
29Sep2021,1,2,1,3,1,0,0,3,2
30Sep2021,1,2,1,3,1,0,0,3,2
01Oct2021,1,2,1,3,1,0,0,3,2
02Oct2021,1,2,1,3,1,0,0,3,2
03Oct2021,1,2,1,3,1,0,0,3,2
04Oct2021,1,2,1,3,1,0,0,3,2
05Oct2021,1,2,1,3,1,0,0,3,2
06Oct2021,1,2,1,3,1,0,0,3,2
07Oct2021,1,2,1,3,1,0,0,3,2
08Oct2021,1,2,1,3,1,0,0,3,2
09Oct2021,1,2,1,3,1,0,0,3,2
10Oct2021,1,2,1,3,1,0,0,3,2
11Oct2021,1,2,2,3,1,0,0,3,2
12Oct2021,1,2,2,3,1,0,0,3,2
13Oct2021,1,2,2,3,1,0,0,3,2
14Oct2021,1,2,2,3,1,0,0,3,2
15Oct2021,1,2,2,3,1,0,0,3,2
16Oct2021,1,2,2,3,1,0,0,3,2
17Oct2021,1,2,2,3,1,0,0,3,2
18Oct2021,1,2,2,3,1,0,0,3,2
19Oct2021,1,2,2,3,1,0,0,3,2
20Oct2021,1,2,2,3,1,0,0,3,2
21Oct2021,1,2,2,3,1,0,0,3,2
22Oct2021,1,2,2,3,1,0,0,3,2
23Oct2021,1,2,2,3,1,0,0,3,2
24Oct2021,1,2,2,3,1,0,0,3,2
25Oct2021,1,2,2,3,1,0,0,3,2
26Oct2021,1,2,2,3,1,0,0,3,2
27Oct2021,1,2,2,3,1,0,0,3,2
28Oct2021,1,2,2,3,1,0,0,3,2
29Oct2021,1,2,2,3,1,0,0,3,2
30Oct2021,1,2,2,3,1,0,0,3,2
31Oct2021,1,2,2,3,1,0,0,3,2
01Nov2021,1,2,2,3,1,0,0,3,2
02Nov2021,1,2,2,3,1,0,0,3,2
03Nov2021,1,2,2,3,1,0,0,3,2
04Nov2021,1,2,2,3,1,0,0,3,2
05Nov2021,1,2,2,3,1,0,0,3,2
06Nov2021,1,2,2,3,1,0,0,3,2
07Nov2021,1,2,2,3,1,0,0,3,2
08Nov2021,1,2,2,3,1,0,0,3,2
09Nov2021,1,2,2,3,1,0,0,3,2
10Nov2021,1,2,2,3,1,0,0,3,2
11Nov2021,1,2,2,3,1,0,0,3,2
12Nov2021,1,2,2,3,1,0,0,3,2
13Nov2021,1,2,2,3,1,0,0,3,2
14Nov2021,1,2,2,3,1,0,0,3,2
15Nov2021,1,2,2,3,1,0,0,3,2
16Nov2021,1,2,2,3,1,0,0,3,2
17Nov2021,1,2,2,3,1,0,0,3,2
18Nov2021,1,2,2,3,1,0,0,3,2
19Nov2021,1,2,2,3,1,0,0,3,2
20Nov2021,1,2,2,3,1,0,0,3,2
21Nov2021,1,2,2,3,1,0,0,3,2
22Nov2021,1,2,2,3,1,0,0,3,2
23Nov2021,1,2,2,3,1,0,0,3,2
24Nov2021,1,2,2,3,1,0,0,3,2
25Nov2021,1,2,2,3,1,0,0,3,2
26Nov2021,1,2,2,3,1,0,0,3,2
27Nov2021,1,2,2,3,1,0,0,3,2
28Nov2021,1,2,2,3,1,0,0,3,2
29Nov2021,1,2,2,3,1,0,0,3,2
30Nov2021,1,2,2,3,1,0,0,3,2
01Dec2021,1,2,2,3,1,0,0,3,2
02Dec2021,1,2,2,3,1,0,0,3,2
03Dec2021,1,2,2,3,1,0,0,3,2
04Dec2021,1,2,2,3,1,0,0,3,2
05Dec2021,1,2,2,3,1,0,0,3,2
06Dec2021,1,2,2,3,1,0,0,3,2
07Dec2021,1,2,2,3,1,0,0,3,2
08Dec2021,1,2,2,3,1,0,0,3,2
09Dec2021,1,2,2,3,1,0,0,3,2
10Dec2021,1,2,2,3,1,0,0,3,2
11Dec2021,1,2,2,3,1,0,0,3,2
12Dec2021,1,2,2,3,1,0,0,3,2
13Dec2021,1,2,2,3,1,0,0,3,2
14Dec2021,1,2,2,3,1,0,0,3,2
15Dec2021,1,2,2,3,1,0,0,2,2
16Dec2021,1,2,2,3,1,0,0,2,2
17Dec2021,1,2,2,3,1,0,0,2,2
18Dec2021,1,2,2,3,1,0,0,2,2
19Dec2021,1,2,2,3,1,0,0,2,2
20Dec2021,1,2,2,3,1,0,0,2,2
21Dec2021,1,2,2,3,1,0,0,2,2
22Dec2021,1,2,2,3,1,0,0,2,2
23Dec2021,1,2,2,3,1,0,0,2,2
24Dec2021,1,2,2,3,1,0,0,2,2
25Dec2021,1,2,2,3,1,0,0,2,2
26Dec2021,1,2,2,3,1,0,0,2,2
27Dec2021,1,2,2,3,1,0,0,2,2
28Dec2021,1,2,2,3,1,0,0,2,2
29Dec2021,1,2,2,3,1,0,0,2,2
30Dec2021,1,2,2,3,1,0,0,2,2
31Dec2021,1,2,2,3,1,0,0,2,2
01Jan2022,1,2,2,3,1,0,0,2,2
02Jan2022,1,2,2,3,1,0,0,2,2
03Jan2022,1,2,2,3,1,0,0,2,2
04Jan2022,1,2,2,3,1,0,0,2,2
05Jan2022,1,2,2,3,1,0,0,2,2
06Jan2022,1,2,2,3,1,0,0,2,2
07Jan2022,1,2,2,3,1,0,0,2,2
08Jan2022,1,2,2,3,1,0,0,2,2
09Jan2022,1,2,2,3,1,0,0,2,2
10Jan2022,1,2,2,3,1,0,0,2,2
11Jan2022,1,2,2,3,1,0,0,2,2
12Jan2022,1,2,2,3,1,0,0,2,2
13Jan2022,1,2,2,3,1,0,0,2,2
14Jan2022,1,2,2,3,1,0,0,2,2
15Jan2022,1,2,2,3,1,0,0,2,2
16Jan2022,1,2,2,3,1,0,0,2,2
17Jan2022,1,2,2,3,1,0,0,2,2
18Jan2022,1,2,2,3,1,0,0,2,2
19Jan2022,1,2,2,3,1,0,0,2,2
20Jan2022,1,2,2,3,1,0,0,2,2
21Jan2022,1,2,2,3,1,0,0,2,2
22Jan2022,1,2,2,3,1,0,0,2,2
23Jan2022,1,2,2,3,1,0,0,2,2
24Jan2022,1,2,2,3,1,0,0,2,2
25Jan2022,1,2,2,3,1,0,0,2,2
26Jan2022,1,2,2,3,1,0,0,2,2
27Jan2022,1,2,2,3,1,0,0,2,2
28Jan2022,1,2,2,3,1,0,0,2,2
29Jan2022,1,2,2,3,1,0,0,2,2
30Jan2022,1,2,2,3,1,0,0,2,2
31Jan2022,1,2,2,3,1,0,0,2,2
01Feb2022,1,2,2,3,1,0,0,2,2
02Feb2022,1,2,2,3,1,0,0,2,2
03Feb2022,1,2,2,3,1,0,0,2,2
04Feb2022,1,2,2,3,1,0,0,2,2
05Feb2022,1,2,2,3,1,0,0,2,2
06Feb2022,1,2,2,3,1,0,0,2,2
07Feb2022,1,2,2,3,1,0,0,2,2
08Feb2022,1,2,2,3,1,0,0,2,2
09Feb2022,1,2,2,3,1,0,0,2,2
10Feb2022,1,2,2,3,1,0,0,2,2
11Feb2022,1,2,2,3,1,0,0,1,2
12Feb2022,1,2,2,3,1,0,0,1,2
13Feb2022,1,2,2,3,1,0,0,1,2
14Feb2022,1,2,2,3,1,0,0,1,2
15Feb2022,1,2,2,0,1,0,0,1,2
16Feb2022,1,2,2,0,1,0,0,1,2
17Feb2022,1,2,2,0,1,0,0,1,2
18Feb2022,1,2,2,0,1,0,0,1,2
19Feb2022,1,2,2,0,1,0,0,1,2
20Feb2022,1,2,2,0,1,0,0,1,2
21Feb2022,1,2,2,0,1,0,0,1,2
22Feb2022,1,2,2,0,1,0,0,1,2
23Feb2022,1,2,2,0,1,0,0,1,2
24Feb2022,1,2,2,0,1,0,0,1,2
25Feb2022,1,2,2,0,1,0,0,1,2
26Feb2022,1,2,2,0,1,0,0,1,2
27Feb2022,1,2,2,0,1,0,0,1,2
28Feb2022,1,1,1,0,1,0,0,1,2
01Mar2022,1,1,1,0,1,0,0,1,2
02Mar2022,1,1,1,0,1,0,0,1,2
03Mar2022,1,1,1,0,1,0,0,1,2
04Mar2022,1,1,1,0,1,0,0,1,2
05Mar2022,1,1,1,0,1,0,0,1,2
06Mar2022,1,1,1,0,1,0,0,1,2
07Mar2022,1,1,1,0,1,0,0,1,2
08Mar2022,1,1,1,0,1,0,0,1,2
09Mar2022,1,1,1,0,1,0,0,1,2
10Mar2022,1,1,1,0,1,0,0,1,2
11Mar2022,1,1,1,0,1,0,0,1,2
12Mar2022,1,1,1,0,1,0,0,1,2
13Mar2022,1,1,1,0,1,0,0,1,2
14Mar2022,1,1,1,0,1,0,0,1,2
15Mar2022,1,1,1,0,1,0,0,1,2
16Mar2022,1,1,1,0,1,0,0,1,2
17Mar2022,1,1,1,0,1,0,0,1,2
18Mar2022,1,1,1,0,1,0,0,0,2
19Mar2022,1,1,1,0,1,0,0,0,2
20Mar2022,1,1,1,0,1,0,0,0,2
21Mar2022,1,1,1,0,1,0,0,0,2
22Mar2022,1,1,1,0,1,0,0,0,2
23Mar2022,1,1,1,0,1,0,0,0,2
24Mar2022,1,1,1,0,1,0,0,0,2
25Mar2022,1,1,1,0,1,0,0,0,2
26Mar2022,1,1,1,0,1,0,0,0,2
27Mar2022,1,1,1,0,1,0,0,0,2
28Mar2022,1,1,1,0,1,0,0,0,2
29Mar2022,1,1,1,0,1,0,0,0,2
30Mar2022,1,1,1,0,1,0,0,0,2
31Mar2022,1,1,1,0,1,0,0,0,2
01Apr2022,1,1,1,0,1,0,0,0,2
02Apr2022,1,1,1,0,1,0,0,0,2
03Apr2022,1,1,1,0,1,0,0,0,2
04Apr2022,1,1,1,0,1,0,0,0,2
05Apr2022,1,1,1,0,1,0,0,0,2
06Apr2022,1,1,1,0,1,0,0,0,2
07Apr2022,1,1,1,0,1,0,0,0,2
08Apr2022,1,1,1,0,1,0,0,0,2
09Apr2022,1,1,1,0,1,0,0,0,2
10Apr2022,1,1,1,0,1,0,0,0,2
11Apr2022,1,1,1,0,1,0,0,0,2
12Apr2022,1,1,1,0,1,0,0,0,2
13Apr2022,1,1,1,0,1,0,0,0,2
14Apr2022,1,1,1,0,1,0,0,0,2
15Apr2022,1,1,1,0,1,0,0,0,2
16Apr2022,1,1,1,0,1,0,0,0,2
17Apr2022,1,1,1,0,1,0,0,0,2
18Apr2022,1,0,0,0,0,0,0,0,2
19Apr2022,1,0,0,0,0,0,0,0,2
20Apr2022,1,0,0,0,0,0,0,0,2
21Apr2022,1,0,0,0,0,0,0,0,2
22Apr2022,1,0,0,0,0,0,0,0,2
23Apr2022,1,0,0,0,0,0,0,0,2
24Apr2022,1,0,0,0,0,0,0,0,2
25Apr2022,1,0,0,0,0,0,0,0,2
26Apr2022,1,0,0,0,0,0,0,0,2
27Apr2022,1,0,0,0,0,0,0,0,2
28Apr2022,1,0,0,0,0,0,0,0,2
29Apr2022,1,0,0,0,0,0,0,0,2
30Apr2022,1,0,0,0,0,0,0,0,2
01May2022,1,0,0,0,0,0,0,0,2
02May2022,1,0,0,0,0,0,0,0,2
03May2022,1,0,0,0,0,0,0,0,2
04May2022,1,0,0,0,0,0,0,0,2
05May2022,1,0,0,0,0,0,0,0,2
06May2022,1,0,0,0,0,0,0,0,2
07May2022,1,0,0,0,0,0,0,0,2
08May2022,1,0,0,0,0,0,0,0,2
09May2022,1,0,0,0,0,0,0,0,2
10May2022,1,0,0,0,0,0,0,0,2
11May2022,1,0,0,0,0,0,0,0,2
12May2022,1,0,0,0,0,0,0,0,2
13May2022,1,0,0,0,0,0,0,0,2
14May2022,1,0,0,0,0,0,0,0,2
15May2022,1,0,0,0,0,0,0,0,2
16May2022,1,0,0,0,0,0,0,0,2
17May2022,1,0,0,0,0,0,0,0,2
18May2022,1,0,0,0,0,0,0,0,2
19May2022,,,,,,,,,
20May2022,,,,,,,,,
21May2022,,,,,,,,,
22May2022,,,,,,,,,
23May2022,,,,,,,,,
24May2022,,,,,,,,,
25May2022,,,,,,,,,
26May2022,,,,,,,,,
27May2022,,,,,,,,,
28May2022,,,,,,,,,
29May2022,,,,,,,,,
30May2022,,,,,,,,,
