date,c1,c2,c3,c4,c5,c6,c7,c8,h1
02Jul2021,1,1,1,0,1,,,1,1
03Jul2021,1,1,1,0,1,,,1,1
04Jul2021,1,1,1,0,1,,,1,1
05Jul2021,1,1,1,0,1,,,1,1
06Jul2021,1,1,1,0,1,,,1,1
07Jul2021,1,1,1,0,1,,,1,1
08Jul2021,1,1,1,0,1,,,1,1
09Jul2021,1,1,1,0,1,,,1,1
10Jul2021,1,1,1,0,1,,,1,1
11Jul2021,1,1,1,0,1,,,1,1
12Jul2021,1,1,1,0,1,,,1,1
13Jul2021,1,1,1,0,1,,,1,1
14Jul2021,1,1,1,0,1,,,1,1
15Jul2021,1,1,1,0,1,,,1,1
16Jul2021,1,1,1,0,1,,,1,1
17Jul2021,1,1,1,0,1,,,1,1
18Jul2021,1,1,1,0,1,,,1,1
19Jul2021,1,0,0,0,0,,,1,1
20Jul2021,1,0,0,0,0,,,1,1
21Jul2021,1,0,0,0,0,,,1,1
22Jul2021,1,0,0,0,0,,,1,1
23Jul2021,1,0,0,0,0,,,1,1
24Jul2021,1,0,0,0,0,,,1,1
25Jul2021,1,0,0,0,0,,,1,1
26Jul2021,1,0,0,0,0,,,1,1
27Jul2021,1,0,0,0,0,,,1,1
28Jul2021,1,0,0,0,0,,,1,1
29Jul2021,1,0,0,0,0,,,1,1
30Jul2021,1,0,0,0,0,,,1,1
31Jul2021,1,0,0,0,0,,,1,1
01Aug2021,1,0,0,0,0,,,1,1
02Aug2021,1,0,0,0,0,,,1,1
03Aug2021,1,0,0,0,0,,,1,1
04Aug2021,1,0,0,0,0,,,1,1
05Aug2021,1,0,0,0,0,,,1,1
06Aug2021,1,0,0,0,0,,,1,1
07Aug2021,1,0,0,0,0,,,1,1
08Aug2021,1,0,0,0,0,,,1,1
09Aug2021,1,0,0,0,0,,,1,1
10Aug2021,1,0,0,0,0,,,1,1
11Aug2021,1,0,0,0,0,,,1,1
